image_name,question,answer
000000002791.jpg,công ty này trực thuộc tổ chức nào ?,công ty này trực thuộc ủy ban nhân dân thành phố hồ chí minh
000000001601.jpg,hầu hết tất cả ánh sáng của đèn trong bức ảnh là màu gì ?,hầu hết tất cả bóng đèn trong ảnh có ánh sáng màu vàng
000000011194.jpg,có bao nhiêu chiếc xe đang chạy cùng chiều so với hai chiếc ô tô ?,hai chiếc
000000010696.jpg,các sản phẩm này đang được bày bán trong cửa hàng tên gì ?,ánh hồng
000000006177.jpg,người phụ nữ đang cầm vật gì trên tay ?,cô ấy cầm cái túi xách
000000000917.jpg,số điện thoại liên hệ studio mai thắng là gì ?,0984040764
000000009047.jpg,có bao nhiêu người đang đến mua ở quầy hàng của người phụ nữ ngồi phía bên trái ?,không có ai đến mua
000000008299.jpg,người phụ nữ áo đỏ đang làm gì ?,người phụ nữ áo đỏ đang ngồi trên ghế
000000009194.jpg,người phụ nữ mặc áo hồng đang đứng ở đâu ?,ở gian hàng bán vải
000000006431.jpg,cô gái đội nón lá đeo đồng hồ tay nào ?,tay trái
000000007663.jpg,miệng của người đàn ông đang ngậm thứ gì ?,đang ngậm ống thở
000000002311.jpg,lễ ra mắt diễn ra ở đâu ?,ở gia lai
000000006027.jpg,nam thanh niên đi cạnh cô gái đeo túi xách đang giữ cái gì trên tay ?,áo khoác
000000009768.jpg,đây là đâu ?,bảo tàng hải phòng
000000008649.jpg,có bao nhiêu người đang đứng ở gần chiếc xe ?,có hai người đang đứng ở gần chiếc xe
000000001242.jpg,túi đó là túi gì ?,túi hạt hướng dương
000000006883.jpg,có mấy người đang đứng ?,có một người
000000008202.jpg,người phụ nữ mặc áo xanh dương đang định mua mặt hàng gì ?,mua táo
000000005871.jpg,đứng cạnh người đàn ông mặc áo xanh da trời là ai ?,đứng cạnh người đàn ông mặc áo xanh da trời là người đàn bà mặc áo tím
000000006777.jpg,có bao nhiêu người đang ngồi uống nước ?,bốn người
000000010794.jpg,thơm có giá bao nhiêu ?,thơm có giá 9 100 đồng
000000002693.jpg,tiệm thuốc này tên gì ?,tiệm thuốc phương nhàn
000000008002.jpg,người đàn ông mặc bộ đồ ông già noel đang đứng ở cửa hàng gì ?,ông ấy đứng trong cửa hàng bán đồ chơi
000000008380.jpg,những ngôi nhà có màu gì ?,những ngôi nhà có màu trắng
000000004091.jpg,mâm đựng các cái chén có màu gì ?,có màu sắc là đỏ
000000006942.jpg,có bao nhiêu chiếc xe máy đang di chuyển trên đường ?,có một chiếc xe máy đang di chuyển trên đường
000000001095.jpg,cửa hàng kim loan kinh doanh những mặt hàng gì ?,cửa hàng kim loan kinh doanh các loại thuốc
000000006316.jpg,người phụ nữ mặc áo hồng bán mặt hàng gì ?,sản phẩm tươi sống
000000006308.jpg,hai bên đường đi bán chủ yếu mặt hàng gì ?,chủ yếu bán quần áo
000000007134.jpg,người đàn ông này đang ngồi trên cái gì ?,ông ấy ngồi trên chiếc ghế dựa
000000009215.jpg,có bao nhiêu người đứng trước quầy trái cây ?,có hai người đứng trước quầy trái cây
000000010354.jpg,có bao nhiêu lá cờ được treo phía sau cánh cổng ?,có hai cánh cờ được treo phía sau cánh cổng
000000002263.jpg,sữa vinasoy ở ngăn thứ mấy ?,ở ngăn thứ nhất
000000006646.jpg,phía sau ngôi miếu có cái gì ?,có núi
000000009940.jpg,nguời phụ nữ đeo tạp dề màu đỏ buôn bán mặt hàng gì tại chợ ?,nguời phụ nữ đeo tạp dề màu đỏ buôn bán thịt
000000002526.jpg,ở đây nhân tiêm ngừa thai cho động vật nào ?,cho chó và mèo
000000000951.jpg,tấm biển chỉ dẫn có nền màu gì ?,có màu xanh lá
000000006585.jpg,bàn ghế của những người bán hàng ở đây được đặt ở đâu ?,ở dưới một mái hiên được lớp bằng lá
000000004197.jpg,có mấy người trên thuyền thúng ?,có ba người trên thuyền thúng
000000000763.jpg,"chữ "" yokohama "" có màu gì ?",trắng
000000006822.jpg,cây cầu nằm ở phía bên nào của cô gái ?,cây cầu nằm bên phải của cô gái
000000004356.jpg,ai là người trông nom hiệu sách ?,bạn nữ mặc áo đen đang ngồi trong quầy sách
000000003960.jpg,người đàn ông đang làm gì ?,đang mua sữa
000000007417.jpg,cô bé đang sử dụng điện thoại chụp ảnh thứ gì ?,chụp ảnh một bức tượng cổ
000000009784.jpg,nhân viên y tế đang đứng ở khu vực nào ?,đang đứng ở khu vực có nguy cơ cao nhiễm sars-cov2
000000000745.jpg,đến phường mấy thành phố tây ninh để ăn lẩu bò tại quán nhật trường ?,phường 1 thành phố tây ninh
000000004996.jpg,bàn và mặt ghế tại quán nước này được làm bằng chất liệu gì ?,bàn và mặt ghế tại quán nước này được làm bằng gỗ
000000006362.jpg,có mấy người trong bức hình chụp ?,có ba người trong bức hình chụp
000000004760.jpg,người đàn ông áo vàng đang ngồi trên cái gì ?,người đàn ông áo vàng đang ngồi trên cái ghế nhựa màu xanh dương
000000009093.jpg,cà phê đóng gói được bày bán ở tầng kệ nào ?,cà phê đóng gói được bày bán ở tầng kệ thứ hai từ dưới lên
000000006267.jpg,người đàn ông mang khẩu trang đang đứng bên nào so với người đàn ông quần trắng ?,bên phải
000000006647.jpg,mọi người đựng các sản phẩm buôn bán ở đâu ?,mọi người đựng các sản phẩm trên chiếc ghe
000000002327.jpg,tác giả của sách tên gì ?,tên nguyễn văn tuấn
000000009972.jpg,có bao nhiêu người di chuyển bằng xe đạp ?,có một người phụ nữ đội nón lá đang di chuyển bằng xe đạp
000000004174.jpg,những người mặc đồng phục xanh dương nhạt đang làm gì ?,đang xem hàng hóa
000000005844.jpg,cô gái mang áo màu gì ?,cô gái mang áo màu đỏ có hoạ tiết
000000000897.jpg,cổ áo của cô gái có màu gì ?,cổ áo có màu vàng
000000009805.jpg,toà nhà bên cạnh những chiếc xe có màu gì ?,toà nhà có màu vàng và trắng
000000008483.jpg,nhân viên nữ đang đứng ở đâu so với nhân viên nam ?,nhân viên nữ đang đứng phía sau nhân viên nam
000000009933.jpg,có mấy người đứng ven sông ?,có một người đứng ven sông
000000007761.jpg,một số người giơ điện thoại lên để làm gì ?,họ giơ điện thoại để chụp hình cô hoa hậu mặc áo dài trắng
000000002159.jpg,nhà hàng có địa chỉ đâu ?,"d3 nguyễn văn quá , kdc thái an , phường đht , quận 12"
000000001308.jpg,hàng rào có màu gì ?,màu xanh da trời
000000002594.jpg,đây là siêu thị gì ?,coopmart
000000009354.jpg,những người này đang đứng ở đâu ?,ở khu vực tính tiền
000000005099.jpg,có bao nhiêu người mang áo màu vàng đứng ở hàng phía sau ?,có hai người mang áo vàng đứng ở hàng phía sau
000000007118.jpg,màu sắc của những quả trên cây là màu gì ?,màu vàng
000000001348.jpg,đây là quầy lễ tân của công ty nào ?,công ty hoa thiên phú
000000010413.jpg,những người này đang đứng tụ tập ở đâu ?,ở trước đền thờ vua hùng
000000008900.jpg,có bao nhiêu người đang lựa tất ?,một người
000000007410.jpg,người đàn bà đeo túi xách bên hông đứng ở đó để làm gì ?,để bán hoa
000000002801.jpg,màu nền của các bảng thông báo ở cây cột là màu gì ?,màu nền của các bảng thông báo ở cây cột là màu xanh dương
000000010056.jpg,người phụ nũ đang lựa chọn mặt hàng nào ?,bột giặt
000000007365.jpg,cô gái mặc áo dài trắng đang làm gì ?,đang gánh một đòn gánh đi bán hoa
000000001454.jpg,khu đô thị du lịch này nằm ở gần biển nào ?,biển phan thiết
000000008512.jpg,nước ở dưới cầu có màu gì ?,màu xanh lá
000000000909.jpg,công ty xe vân chính nhận hợp đồng đi xe từ tỉnh nào đến tỉnh nào ?,tp . hcm đến trảng bom - la ngà - định quán - phương lâm và ngược lại
000000007929.jpg,khu vực này là khu vực nào ?,khu vực này là một cây cầu được dùng làm điểm tham quan
000000007752.jpg,những người đội mũ bảo hiểm đến đây để làm gì ?,mua đồ trang trí tết
000000002415.jpg,địa chỉ của công ty thường an phát là gì ?,"địa chỉ của công ty là 205 đường bùi văn hoà , khu phố 11 , phường an bình , biên hoà , đồng nai"
000000006114.jpg,tường nhà có màu gì ?,tường nhà có màu vàng
000000008263.jpg,hai người đàn ông đang ngồi ăn ở đâu ?,trên chiếc xuồng
000000005830.jpg,bạn nữ đang cầm gì ở trên tay ?,một bó hoa
000000001366.jpg,phương châm của viettel là gì ?,hãy nói theo cách của bạn
000000001739.jpg,đây là phòng gì ?,đây là phòng điện
000000007285.jpg,cô gái đứng bên trái người đàn ông đang mang áo màu gì ?,cô gái đang mang áo màu đỏ
000000001522.jpg,đại lý internet hải nam có địa chỉ là gì ?,sn117-nguyễn văn cừ-p . hoàng văn thụ-tpbg
000000002198.jpg,số điện thoại của sản phẩm là gì ?,0462571800
000000001270.jpg,địa điểm tổ chức sự kiện tại tỉnh vĩnh long là gì ?,"sự kiện tổ chức tại vĩnh long có địa điểm là trung tâm hoạt động thanh thiếu niên số 71 nguyễn huệ , phường 2 , thành phố vĩnh long"
000000005026.jpg,những người khách ghé chợ di chuyển ra sao ?,đi bộ và đi bằng xe máy
000000002371.jpg,sự kiện này diễn ra vào mùa nào ?,sự kiện này diễn ra vào mùa hè
000000000879.jpg,cửa hàng này tên gì ?,cửa hàng này tên hải
000000010639.jpg,bạn nữ mặc áo đen đang đứng ở khu vực nào ?,khu vực bán thú nhồi bông
000000006473.jpg,thời thiết như thế nào ?,"trời xanh , ít mấy"
000000009253.jpg,dòng chữ phố cổ hà nội được in màu gì ?,màu vàng
000000006333.jpg,có bao nhiêu chiếc xe màu xanh dương trong khu phố ?,có hai chiếc xe màu xanh dương trong khu phố
000000009779.jpg,những người này đang ngồi ở đâu ?,ở trên một cây cầu
000000006897.jpg,chàng trai đứng phía bên nào so với cô gái ?,đứng phía bên phải cô gái
000000005822.jpg,bảng thông báo mà người đàn ông này dán lên tủ có nội dung là gì ?,quán chỉ bán mang về
000000008148.jpg,người phụ nữ đeo túi xách bên nào ?,cô ấy đeo bên phải
000000001882.jpg,mì tôm trong bảng quảng cáo của công ty nào sản xuất ?,của công ty acecook
000000006302.jpg,có bao nhiêu người đứng đối diện nhóm người ?,có một người đứng đối diện nhóm người
000000006892.jpg,tòa nhà được sơn màu trắng và tòa nhà được sơn màu đen cách nhau mấy căn nhà ?,hai tòa nhà nằm cạnh nhau
000000002846.jpg,dòng chữ bên dưới cửa hàng tạp hóa sa giang có nội dung gì ?,thưởng thức hương vị từ thiên nhiên
000000010456.jpg,góc đường này là giao lộ giữa hai tuyến đường nào ?,góc đường này là giao lộ giữa phố đinh tiên hoàng và phố hồ hoàn kiếm
000000007658.jpg,đồ vật nào được lựa chọn sử dụng để trang trí trên dây giăng ngang đoạn đường này ?,những chiếc dù
000000001546.jpg,cửa hàng này phục vụ cho những đối tượng nào ?,"những người có nhu cầu sửa xe , thay nhớt"
000000010429.jpg,có bao nhiêu người đội nón đang đi bộ trên đường ?,một người
000000008980.jpg,quán bún thịt nướng có tên là gì ?,quán bún thịt nước tên là chị thông
000000010671.jpg,doanh nghiệp mà cô nhân viên mặc áo màu vàng và đen đang làm việc có tên là gì ?,ikea
000000008852.jpg,tiệm trà chanh có tên là gì ?,tiệm trà chanh có tên là 1987
000000010736.jpg,có bao nhiêu người đang ngồi trên hai chiếc xe máy được dựng trên lề ?,có hai người đang ngồi trên hai chiếc xe máy được dựng trên lề
000000001647.jpg,mùa xuân năm 2021 là xuân gì ?,quân tân sửu
000000005952.jpg,cô gái này đang đứng gần cây thông để làm gì ?,tạo dáng chụp ảnh
000000000676.jpg,hội u22 là những ai ?,là những thành viên từ 22 tuổi trở xuống
000000005051.jpg,đây là nơi nào ?,đây là một đồi chè
000000005917.jpg,có bao nhiêu chàng trai ngồi trên ghế ?,có hai
000000005309.jpg,có bao nhiêu người đang ngồi trước quán ?,một người
000000004011.jpg,có bao nhiêu người đang đi trên đường sắt ?,một người
000000004492.jpg,đây là gì ?,đây là một trung tâm thương mại
000000002039.jpg,đi thẳng là đi đâu ?,đi đại cổ việt
000000005452.jpg,có bao nhiêu chiếc thúng màu vàng ?,có ba chiếc thúng màu vàng
000000007546.jpg,bạn nữ đang sử dụng điện thoại để làm gì ?,để quét mã qr
000000002759.jpg,cơm của vạn hạnh là cơm gì ?,cơm của vạn hạnh là cơm chay
000000001954.jpg,đây là cửa hàng gì ?,đây là tiệm trà chanh
000000005837.jpg,bạn nữ đang cầm vật gì ở trên tay ?,một cái đèn lồng
000000009468.jpg,quán bún phía sau người phụ nữ mặc áo trắng là quán bún gì ?,bún thái
